14:46:56 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=False, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ150234.5+015205/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
14:47:27 [ultranest] [DEBUG] iteration=1488, ncalls=4951, regioncalls=182200, ndraw=40, logz=-500.18, remainder_fraction=100.0000%, Lmin=-492.90, Lmax=-452.18
14:47:27 [ultranest] [DEBUG] iteration=1492, ncalls=4999, regioncalls=184120, ndraw=40, logz=-499.95, remainder_fraction=100.0000%, Lmin=-492.61, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1493, ncalls=5017, regioncalls=184840, ndraw=40, logz=-499.88, remainder_fraction=100.0000%, Lmin=-492.59, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1495, ncalls=5044, regioncalls=185920, ndraw=40, logz=-499.77, remainder_fraction=100.0000%, Lmin=-492.49, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1496, ncalls=5069, regioncalls=186920, ndraw=40, logz=-499.71, remainder_fraction=100.0000%, Lmin=-492.34, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1500, ncalls=5088, regioncalls=187680, ndraw=40, logz=-499.47, remainder_fraction=100.0000%, Lmin=-492.24, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1502, ncalls=5117, regioncalls=188840, ndraw=40, logz=-499.36, remainder_fraction=100.0000%, Lmin=-492.20, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1507, ncalls=5133, regioncalls=189480, ndraw=40, logz=-499.12, remainder_fraction=100.0000%, Lmin=-492.03, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1509, ncalls=5153, regioncalls=190280, ndraw=40, logz=-499.02, remainder_fraction=100.0000%, Lmin=-491.96, Lmax=-452.18
14:47:28 [ultranest] [DEBUG] iteration=1514, ncalls=5169, regioncalls=190920, ndraw=40, logz=-498.79, remainder_fraction=100.0000%, Lmin=-491.58, Lmax=-452.18
14:47:29 [ultranest] [DEBUG] iteration=1518, ncalls=5187, regioncalls=191640, ndraw=40, logz=-498.59, remainder_fraction=100.0000%, Lmin=-491.51, Lmax=-452.18
14:47:29 [ultranest] [DEBUG] iteration=1520, ncalls=5222, regioncalls=193040, ndraw=40, logz=-498.50, remainder_fraction=100.0000%, Lmin=-491.43, Lmax=-452.18
14:47:29 [ultranest] [DEBUG] iteration=1524, ncalls=5244, regioncalls=193920, ndraw=40, logz=-498.33, remainder_fraction=100.0000%, Lmin=-491.31, Lmax=-452.18
14:47:29 [ultranest] [DEBUG] iteration=1529, ncalls=5268, regioncalls=194880, ndraw=40, logz=-498.11, remainder_fraction=100.0000%, Lmin=-491.05, Lmax=-452.18
14:47:29 [ultranest] [DEBUG] iteration=1534, ncalls=5292, regioncalls=195840, ndraw=40, logz=-497.89, remainder_fraction=100.0000%, Lmin=-490.55, Lmax=-452.18
14:47:30 [ultranest] [DEBUG] iteration=1538, ncalls=5355, regioncalls=198360, ndraw=40, logz=-497.66, remainder_fraction=100.0000%, Lmin=-490.21, Lmax=-452.18
14:47:30 [ultranest] [DEBUG] iteration=1543, ncalls=5384, regioncalls=199520, ndraw=40, logz=-497.38, remainder_fraction=100.0000%, Lmin=-489.99, Lmax=-452.18
14:47:30 [ultranest] [DEBUG] iteration=1546, ncalls=5408, regioncalls=200480, ndraw=40, logz=-497.19, remainder_fraction=100.0000%, Lmin=-489.61, Lmax=-452.18
14:47:30 [ultranest] [DEBUG] iteration=1547, ncalls=5441, regioncalls=201800, ndraw=40, logz=-497.12, remainder_fraction=100.0000%, Lmin=-489.50, Lmax=-452.18
14:47:30 [ultranest] [DEBUG] iteration=1550, ncalls=5461, regioncalls=202600, ndraw=40, logz=-496.90, remainder_fraction=100.0000%, Lmin=-489.11, Lmax=-452.18
14:47:30 [ultranest] [DEBUG] iteration=1554, ncalls=5488, regioncalls=203680, ndraw=40, logz=-496.55, remainder_fraction=100.0000%, Lmin=-488.78, Lmax=-452.18
14:47:31 [ultranest] [DEBUG] iteration=1558, ncalls=5510, regioncalls=204560, ndraw=40, logz=-496.23, remainder_fraction=100.0000%, Lmin=-488.48, Lmax=-452.18
14:47:31 [ultranest] [DEBUG] iteration=1560, ncalls=5523, regioncalls=205080, ndraw=40, logz=-496.08, remainder_fraction=100.0000%, Lmin=-488.34, Lmax=-452.18
14:47:31 [ultranest] [DEBUG] iteration=1562, ncalls=5549, regioncalls=206120, ndraw=40, logz=-495.92, remainder_fraction=100.0000%, Lmin=-488.19, Lmax=-452.18
14:47:31 [ultranest] [DEBUG] iteration=1565, ncalls=5572, regioncalls=207040, ndraw=40, logz=-495.66, remainder_fraction=100.0000%, Lmin=-487.82, Lmax=-452.18
14:47:31 [ultranest] [DEBUG] iteration=1569, ncalls=5614, regioncalls=208720, ndraw=40, logz=-495.36, remainder_fraction=100.0000%, Lmin=-487.70, Lmax=-452.18
14:47:31 [ultranest] [DEBUG] iteration=1572, ncalls=5648, regioncalls=210080, ndraw=40, logz=-495.16, remainder_fraction=100.0000%, Lmin=-487.54, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1576, ncalls=5668, regioncalls=210880, ndraw=40, logz=-494.88, remainder_fraction=100.0000%, Lmin=-487.21, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1578, ncalls=5700, regioncalls=212160, ndraw=40, logz=-494.75, remainder_fraction=100.0000%, Lmin=-487.17, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1579, ncalls=5725, regioncalls=213160, ndraw=40, logz=-494.69, remainder_fraction=100.0000%, Lmin=-487.13, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1581, ncalls=5747, regioncalls=214040, ndraw=40, logz=-494.56, remainder_fraction=100.0000%, Lmin=-487.01, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1585, ncalls=5767, regioncalls=214840, ndraw=40, logz=-494.33, remainder_fraction=100.0000%, Lmin=-486.90, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1587, ncalls=5786, regioncalls=215600, ndraw=40, logz=-494.23, remainder_fraction=100.0000%, Lmin=-486.77, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1588, ncalls=5808, regioncalls=216480, ndraw=40, logz=-494.17, remainder_fraction=100.0000%, Lmin=-486.74, Lmax=-452.18
14:47:32 [ultranest] [DEBUG] iteration=1592, ncalls=5825, regioncalls=217160, ndraw=40, logz=-493.97, remainder_fraction=100.0000%, Lmin=-486.61, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1595, ncalls=5842, regioncalls=217840, ndraw=40, logz=-493.83, remainder_fraction=100.0000%, Lmin=-486.52, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1597, ncalls=5860, regioncalls=218560, ndraw=40, logz=-493.74, remainder_fraction=100.0000%, Lmin=-486.45, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1600, ncalls=5891, regioncalls=219800, ndraw=40, logz=-493.61, remainder_fraction=100.0000%, Lmin=-486.37, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1605, ncalls=5908, regioncalls=220480, ndraw=40, logz=-493.38, remainder_fraction=100.0000%, Lmin=-485.97, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1609, ncalls=5925, regioncalls=221160, ndraw=40, logz=-493.16, remainder_fraction=100.0000%, Lmin=-485.61, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1611, ncalls=5943, regioncalls=221880, ndraw=40, logz=-493.03, remainder_fraction=100.0000%, Lmin=-485.16, Lmax=-452.18
14:47:33 [ultranest] [DEBUG] iteration=1613, ncalls=5970, regioncalls=222960, ndraw=40, logz=-492.88, remainder_fraction=100.0000%, Lmin=-484.91, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1616, ncalls=6002, regioncalls=224240, ndraw=40, logz=-492.64, remainder_fraction=100.0000%, Lmin=-484.76, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1617, ncalls=6021, regioncalls=225000, ndraw=40, logz=-492.56, remainder_fraction=100.0000%, Lmin=-484.75, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1618, ncalls=6039, regioncalls=225720, ndraw=40, logz=-492.49, remainder_fraction=100.0000%, Lmin=-484.74, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1621, ncalls=6057, regioncalls=226440, ndraw=40, logz=-492.29, remainder_fraction=100.0000%, Lmin=-484.49, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1623, ncalls=6079, regioncalls=227320, ndraw=40, logz=-492.15, remainder_fraction=100.0000%, Lmin=-484.31, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1626, ncalls=6095, regioncalls=227960, ndraw=40, logz=-491.95, remainder_fraction=100.0000%, Lmin=-484.24, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1630, ncalls=6126, regioncalls=229200, ndraw=40, logz=-491.72, remainder_fraction=100.0000%, Lmin=-484.10, Lmax=-452.13
14:47:34 [ultranest] [DEBUG] iteration=1633, ncalls=6145, regioncalls=229960, ndraw=40, logz=-491.55, remainder_fraction=100.0000%, Lmin=-484.00, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1637, ncalls=6177, regioncalls=231240, ndraw=40, logz=-491.34, remainder_fraction=100.0000%, Lmin=-483.62, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1640, ncalls=6192, regioncalls=231840, ndraw=40, logz=-491.15, remainder_fraction=100.0000%, Lmin=-483.40, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1646, ncalls=6208, regioncalls=232480, ndraw=40, logz=-490.78, remainder_fraction=100.0000%, Lmin=-483.01, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1648, ncalls=6237, regioncalls=233640, ndraw=40, logz=-490.65, remainder_fraction=100.0000%, Lmin=-482.92, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1650, ncalls=6256, regioncalls=234400, ndraw=40, logz=-490.54, remainder_fraction=100.0000%, Lmin=-482.87, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1652, ncalls=6291, regioncalls=235800, ndraw=40, logz=-490.43, remainder_fraction=100.0000%, Lmin=-482.76, Lmax=-452.13
14:47:35 [ultranest] [DEBUG] iteration=1656, ncalls=6312, regioncalls=236640, ndraw=40, logz=-490.21, remainder_fraction=100.0000%, Lmin=-482.58, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1658, ncalls=6337, regioncalls=237640, ndraw=40, logz=-490.11, remainder_fraction=100.0000%, Lmin=-482.54, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1661, ncalls=6357, regioncalls=238440, ndraw=40, logz=-489.96, remainder_fraction=100.0000%, Lmin=-482.41, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1663, ncalls=6382, regioncalls=239440, ndraw=40, logz=-489.86, remainder_fraction=100.0000%, Lmin=-482.05, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1666, ncalls=6400, regioncalls=240160, ndraw=40, logz=-489.67, remainder_fraction=100.0000%, Lmin=-481.84, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1670, ncalls=6417, regioncalls=240840, ndraw=40, logz=-489.41, remainder_fraction=100.0000%, Lmin=-481.33, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1673, ncalls=6434, regioncalls=241520, ndraw=40, logz=-489.18, remainder_fraction=100.0000%, Lmin=-481.15, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1676, ncalls=6454, regioncalls=242320, ndraw=40, logz=-488.97, remainder_fraction=100.0000%, Lmin=-480.90, Lmax=-452.13
14:47:36 [ultranest] [DEBUG] iteration=1677, ncalls=6474, regioncalls=243120, ndraw=40, logz=-488.90, remainder_fraction=100.0000%, Lmin=-480.83, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1679, ncalls=6492, regioncalls=243840, ndraw=40, logz=-488.74, remainder_fraction=100.0000%, Lmin=-480.51, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1680, ncalls=6493, regioncalls=243880, ndraw=40, logz=-488.65, remainder_fraction=100.0000%, Lmin=-480.46, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1684, ncalls=6538, regioncalls=245680, ndraw=40, logz=-488.32, remainder_fraction=100.0000%, Lmin=-480.27, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1686, ncalls=6579, regioncalls=247320, ndraw=40, logz=-488.18, remainder_fraction=100.0000%, Lmin=-480.05, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1691, ncalls=6600, regioncalls=248160, ndraw=40, logz=-487.79, remainder_fraction=100.0000%, Lmin=-479.71, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1693, ncalls=6624, regioncalls=249120, ndraw=40, logz=-487.63, remainder_fraction=100.0000%, Lmin=-479.46, Lmax=-452.13
14:47:37 [ultranest] [DEBUG] iteration=1697, ncalls=6653, regioncalls=250280, ndraw=40, logz=-487.30, remainder_fraction=100.0000%, Lmin=-479.18, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1700, ncalls=6679, regioncalls=251320, ndraw=40, logz=-487.09, remainder_fraction=100.0000%, Lmin=-478.99, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1702, ncalls=6695, regioncalls=252000, ndraw=40, logz=-486.94, remainder_fraction=100.0000%, Lmin=-478.64, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1703, ncalls=6714, regioncalls=252920, ndraw=40, logz=-486.85, remainder_fraction=100.0000%, Lmin=-478.60, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1709, ncalls=6731, regioncalls=253600, ndraw=40, logz=-486.36, remainder_fraction=100.0000%, Lmin=-478.10, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1713, ncalls=6751, regioncalls=254400, ndraw=40, logz=-486.06, remainder_fraction=100.0000%, Lmin=-478.02, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1718, ncalls=6786, regioncalls=255800, ndraw=40, logz=-485.73, remainder_fraction=100.0000%, Lmin=-477.69, Lmax=-452.13
14:47:38 [ultranest] [DEBUG] iteration=1720, ncalls=6819, regioncalls=257120, ndraw=40, logz=-485.61, remainder_fraction=100.0000%, Lmin=-477.65, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1723, ncalls=6837, regioncalls=257840, ndraw=40, logz=-485.43, remainder_fraction=100.0000%, Lmin=-477.45, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1726, ncalls=6855, regioncalls=258560, ndraw=40, logz=-485.25, remainder_fraction=100.0000%, Lmin=-477.38, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1727, ncalls=6872, regioncalls=259240, ndraw=40, logz=-485.20, remainder_fraction=100.0000%, Lmin=-477.28, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1731, ncalls=6892, regioncalls=260040, ndraw=40, logz=-484.99, remainder_fraction=100.0000%, Lmin=-477.07, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1732, ncalls=6909, regioncalls=260720, ndraw=40, logz=-484.93, remainder_fraction=100.0000%, Lmin=-477.06, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1734, ncalls=6928, regioncalls=261480, ndraw=40, logz=-484.83, remainder_fraction=100.0000%, Lmin=-476.94, Lmax=-452.13
14:47:39 [ultranest] [DEBUG] iteration=1736, ncalls=6947, regioncalls=262240, ndraw=40, logz=-484.72, remainder_fraction=100.0000%, Lmin=-476.84, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1739, ncalls=6987, regioncalls=263840, ndraw=40, logz=-484.57, remainder_fraction=100.0000%, Lmin=-476.76, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1741, ncalls=7012, regioncalls=264840, ndraw=40, logz=-484.46, remainder_fraction=100.0000%, Lmin=-476.59, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1745, ncalls=7033, regioncalls=265680, ndraw=40, logz=-484.27, remainder_fraction=100.0000%, Lmin=-476.25, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1749, ncalls=7052, regioncalls=266440, ndraw=40, logz=-483.99, remainder_fraction=100.0000%, Lmin=-475.71, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1753, ncalls=7069, regioncalls=267120, ndraw=40, logz=-483.70, remainder_fraction=100.0000%, Lmin=-475.29, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1755, ncalls=7090, regioncalls=267960, ndraw=40, logz=-483.54, remainder_fraction=100.0000%, Lmin=-475.22, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1758, ncalls=7131, regioncalls=269600, ndraw=40, logz=-483.32, remainder_fraction=100.0000%, Lmin=-474.96, Lmax=-452.13
14:47:40 [ultranest] [DEBUG] iteration=1760, ncalls=7139, regioncalls=269920, ndraw=40, logz=-483.16, remainder_fraction=100.0000%, Lmin=-474.88, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1762, ncalls=7157, regioncalls=270640, ndraw=40, logz=-483.02, remainder_fraction=100.0000%, Lmin=-474.85, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1765, ncalls=7174, regioncalls=271320, ndraw=40, logz=-482.83, remainder_fraction=100.0000%, Lmin=-474.74, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1769, ncalls=7194, regioncalls=272120, ndraw=40, logz=-482.59, remainder_fraction=100.0000%, Lmin=-474.41, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1772, ncalls=7212, regioncalls=272840, ndraw=40, logz=-482.40, remainder_fraction=100.0000%, Lmin=-474.31, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1774, ncalls=7229, regioncalls=273520, ndraw=40, logz=-482.29, remainder_fraction=100.0000%, Lmin=-474.24, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1778, ncalls=7248, regioncalls=274320, ndraw=40, logz=-482.08, remainder_fraction=100.0000%, Lmin=-474.17, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1783, ncalls=7285, regioncalls=275800, ndraw=40, logz=-481.84, remainder_fraction=100.0000%, Lmin=-473.95, Lmax=-452.13
14:47:41 [ultranest] [DEBUG] iteration=1787, ncalls=7303, regioncalls=276520, ndraw=40, logz=-481.65, remainder_fraction=100.0000%, Lmin=-473.79, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1793, ncalls=7327, regioncalls=277480, ndraw=40, logz=-481.39, remainder_fraction=100.0000%, Lmin=-473.56, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1798, ncalls=7346, regioncalls=278240, ndraw=40, logz=-481.18, remainder_fraction=100.0000%, Lmin=-473.37, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1800, ncalls=7358, regioncalls=278720, ndraw=40, logz=-481.09, remainder_fraction=100.0000%, Lmin=-473.28, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1805, ncalls=7380, regioncalls=279600, ndraw=40, logz=-480.90, remainder_fraction=100.0000%, Lmin=-473.13, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1806, ncalls=7401, regioncalls=280440, ndraw=40, logz=-480.86, remainder_fraction=100.0000%, Lmin=-473.12, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1811, ncalls=7429, regioncalls=281560, ndraw=40, logz=-480.67, remainder_fraction=100.0000%, Lmin=-472.96, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1815, ncalls=7447, regioncalls=282280, ndraw=40, logz=-480.52, remainder_fraction=100.0000%, Lmin=-472.78, Lmax=-452.13
14:47:42 [ultranest] [DEBUG] iteration=1818, ncalls=7464, regioncalls=282960, ndraw=40, logz=-480.41, remainder_fraction=100.0000%, Lmin=-472.62, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1822, ncalls=7482, regioncalls=283680, ndraw=40, logz=-480.26, remainder_fraction=100.0000%, Lmin=-472.50, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1824, ncalls=7501, regioncalls=284440, ndraw=40, logz=-480.19, remainder_fraction=100.0000%, Lmin=-472.47, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1828, ncalls=7520, regioncalls=285200, ndraw=40, logz=-480.05, remainder_fraction=100.0000%, Lmin=-472.41, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1835, ncalls=7539, regioncalls=285960, ndraw=40, logz=-479.84, remainder_fraction=100.0000%, Lmin=-472.15, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1838, ncalls=7569, regioncalls=287160, ndraw=40, logz=-479.73, remainder_fraction=100.0000%, Lmin=-471.93, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1840, ncalls=7588, regioncalls=287920, ndraw=40, logz=-479.66, remainder_fraction=100.0000%, Lmin=-471.89, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1843, ncalls=7605, regioncalls=288600, ndraw=40, logz=-479.56, remainder_fraction=100.0000%, Lmin=-471.78, Lmax=-452.13
14:47:43 [ultranest] [DEBUG] iteration=1849, ncalls=7627, regioncalls=289480, ndraw=40, logz=-479.33, remainder_fraction=100.0000%, Lmin=-471.51, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1852, ncalls=7656, regioncalls=290640, ndraw=40, logz=-479.23, remainder_fraction=100.0000%, Lmin=-471.40, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1856, ncalls=7670, regioncalls=291200, ndraw=40, logz=-479.08, remainder_fraction=100.0000%, Lmin=-471.26, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1859, ncalls=7701, regioncalls=292440, ndraw=40, logz=-478.98, remainder_fraction=100.0000%, Lmin=-471.21, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1863, ncalls=7723, regioncalls=293320, ndraw=40, logz=-478.85, remainder_fraction=100.0000%, Lmin=-471.15, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1868, ncalls=7743, regioncalls=294120, ndraw=40, logz=-478.70, remainder_fraction=100.0000%, Lmin=-471.04, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1873, ncalls=7766, regioncalls=295040, ndraw=40, logz=-478.55, remainder_fraction=100.0000%, Lmin=-470.74, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1877, ncalls=7787, regioncalls=295880, ndraw=40, logz=-478.42, remainder_fraction=100.0000%, Lmin=-470.63, Lmax=-452.13
14:47:44 [ultranest] [DEBUG] iteration=1878, ncalls=7813, regioncalls=296920, ndraw=40, logz=-478.39, remainder_fraction=100.0000%, Lmin=-470.61, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1880, ncalls=7826, regioncalls=297440, ndraw=40, logz=-478.32, remainder_fraction=100.0000%, Lmin=-470.54, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1884, ncalls=7843, regioncalls=298120, ndraw=40, logz=-478.20, remainder_fraction=100.0000%, Lmin=-470.46, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1889, ncalls=7862, regioncalls=298880, ndraw=40, logz=-478.05, remainder_fraction=100.0000%, Lmin=-470.31, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1891, ncalls=7888, regioncalls=299920, ndraw=40, logz=-477.99, remainder_fraction=100.0000%, Lmin=-470.17, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1894, ncalls=7904, regioncalls=300560, ndraw=40, logz=-477.89, remainder_fraction=100.0000%, Lmin=-470.06, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1898, ncalls=7930, regioncalls=301600, ndraw=40, logz=-477.76, remainder_fraction=100.0000%, Lmin=-469.88, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1900, ncalls=7951, regioncalls=302440, ndraw=40, logz=-477.70, remainder_fraction=100.0000%, Lmin=-469.87, Lmax=-452.13
14:47:45 [ultranest] [DEBUG] iteration=1903, ncalls=7969, regioncalls=303160, ndraw=40, logz=-477.60, remainder_fraction=100.0000%, Lmin=-469.77, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1906, ncalls=7987, regioncalls=303880, ndraw=40, logz=-477.51, remainder_fraction=100.0000%, Lmin=-469.71, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1910, ncalls=8006, regioncalls=304640, ndraw=40, logz=-477.39, remainder_fraction=100.0000%, Lmin=-469.51, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1914, ncalls=8028, regioncalls=305520, ndraw=40, logz=-477.27, remainder_fraction=100.0000%, Lmin=-469.37, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1920, ncalls=8043, regioncalls=306120, ndraw=40, logz=-477.08, remainder_fraction=100.0000%, Lmin=-469.28, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1925, ncalls=8068, regioncalls=307120, ndraw=40, logz=-476.94, remainder_fraction=100.0000%, Lmin=-469.05, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1928, ncalls=8096, regioncalls=308240, ndraw=40, logz=-476.85, remainder_fraction=100.0000%, Lmin=-468.76, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1931, ncalls=8113, regioncalls=308920, ndraw=40, logz=-476.74, remainder_fraction=100.0000%, Lmin=-468.72, Lmax=-452.13
14:47:46 [ultranest] [DEBUG] iteration=1934, ncalls=8130, regioncalls=309600, ndraw=40, logz=-476.63, remainder_fraction=100.0000%, Lmin=-468.58, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1938, ncalls=8156, regioncalls=310640, ndraw=40, logz=-476.50, remainder_fraction=100.0000%, Lmin=-468.53, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1942, ncalls=8182, regioncalls=311680, ndraw=40, logz=-476.37, remainder_fraction=100.0000%, Lmin=-468.46, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1947, ncalls=8206, regioncalls=312640, ndraw=40, logz=-476.23, remainder_fraction=100.0000%, Lmin=-468.37, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1949, ncalls=8229, regioncalls=313560, ndraw=40, logz=-476.17, remainder_fraction=100.0000%, Lmin=-468.31, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1951, ncalls=8250, regioncalls=314400, ndraw=40, logz=-476.12, remainder_fraction=100.0000%, Lmin=-468.28, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1954, ncalls=8291, regioncalls=316040, ndraw=40, logz=-476.04, remainder_fraction=100.0000%, Lmin=-468.23, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1957, ncalls=8309, regioncalls=316760, ndraw=40, logz=-475.96, remainder_fraction=100.0000%, Lmin=-468.19, Lmax=-452.13
14:47:47 [ultranest] [DEBUG] iteration=1960, ncalls=8314, regioncalls=316960, ndraw=40, logz=-475.89, remainder_fraction=100.0000%, Lmin=-468.17, Lmax=-452.13
